"utterance","keywords","relevances"
"全然こちら使っていただいたら綺麗なものが印刷できると思います。","もの","1.0"
"全然詳しくないです。","",""
"全然違うねちょっと値段のこともありますので考えさせてもらいますはいはいすいませんありがとうございます","値段;こと","0.5214447975158691;0.47855520248413086"
"全然違ってくるんですねそうそうなのに何かやっぱり","何か","1.0"
"全部やっぱり自分でやらないと。ダメなやつなんですね。なんか。シャッター音とかない設定とかあるって聞いたんですけど、","設定;シャッター音","0.5966152548789978;0.4033847749233246"
"全部マニュアルでやらなあかんていうのが、","マニュアル","1.0"
"全部作る時はもうちょっと違うカメラの方がいいとか。","方;カメラ","0.5081836581230164;0.49181637167930603"
"全部取られるんであればこの機能は付いてると大変お勧めになりますね","機能;勧め","0.5194318890571594;0.4805681109428406"
"全部手動でやるということですよね、先ほどとか。","手動;こと","0.5530768632888794;0.4469231367111206"
"全部説明してしまったしてしまった。","",""
"公とか匂いの解像度はどれぐらいになるんですか？","公;匂い;解像度","0.3863305151462555;0.3265700042247772;0.2870994806289673"
"公園撮影モードの中になんか夜景とか雪とかそんなんも吐いてたりあります。","公園撮影モード;中;雪;夜景;そんなん","0.2552063763141632;0.22548958659172058;0.19109320640563965;0.1814764440059662;0.14673437178134918"
"公約数ってあるんですねこんな","",""
"公約数ってのもなんかあるんで。","公約数","1.0"
"公約数って言うのもなんかあるん。","公約数","1.0"
"公開でお願いします。","公開","1.0"
"公開については後からデジタルカメラなので出来るかと思いますがはい","公開;デジタルカメラ","0.6002442836761475;0.3997557461261749"
"六天一眼レフがあるんですがこれになられますかこちらになりますこちらキャノンの一眼レフになっております。良かったこちらも手にとってみてくださいこれもさらに重くなってはいレンズなしで本体のみで950 G ございます。","一眼レフ;キャノン;レンズ;本体;手;950;六","0.5320013761520386;0.1583399921655655;0.13861466944217682;0.10421478748321533;0.066829152405262;0.0;0.0"
"内容も重さとか持ってみてもいいですか。結構重たいですかね。","内容;重さ","0.5;0.5"
"内田さんになりますか？","内田","1.0"
"内田当てに立ってみてください。","内田当て","1.0"
"内職ありますか？","内職","1.0"
"内藤材木","内藤;材木","0.5658550262451172;0.4341449737548828"
"内閣白は本格的なものになりますので、本体のみで20万と少しお高くなりますね。","内閣白;本体;もの;20万","0.3817463517189026;0.3118494749069214;0.306404173374176;0.0"
"再度ございます。","",""
"再生。","再生","1.0"
"再生あの自動機能ありますので、初心者の方でも十分ご利用いただけるかと思います。","再生;自動機能;方;初心者","0.30420660972595215;0.2737683057785034;0.21613994240760803;0.2058851569890976"
"写真4をご確認ください。","写真;4","1.0;0.0"
"写真お願いします。","写真","1.0"
"写真な写真は取れるけど価格がするんか。ははは。","写真;価格","0.6389169096946716;0.36108309030532837"
"写真な写真は取れるけど価格がするんか。ははは。ちなみにこれよりもちょっと解像度が低めでのって置いてないの。","写真;価格;低め;解像度","0.5126217007637024;0.30055466294288635;0.11194227635860443;0.07488135248422623"
"写真のあの風景の写真をよく撮っててちょっと出品されてるんですけど何かあるかなと思って最近のカメラ","写真;風景;カメラ","0.4677651524543762;0.2990786135196686;0.2331562489271164"
"写真のあれですか待ちですか休みですちょっと時間かかるのでねしばらくお待ち頂けたらともう終わると思う","写真;休み","0.5763908624649048;0.4236091375350952"
"写真のフィルムの現像写真の古い女じゃない USB の写真の現像ってここでやってますか、初めてなんですが。","写真;現像写真;フィルム;現像;女;USB","0.299066960811615;0.20037469267845154;0.16416047513484955;0.11400812864303589;0.11119487881660461;0.11119487881660461"
"写真の印刷でございませんやり方が分からないとわかりました少々お待ちいただけますかてんすいませんプリンターの使い方についてわからないお客さんが見られますねよろしくお願いします","印刷;写真;客;やり方;プリンター;使い方","0.23307552933692932;0.21801751852035522;0.16800013184547424;0.1370750069618225;0.12191590666770935;0.12191590666770935"
"写真の方が出来上がりましたのでこちらまでお越しくださいこちらは出来上がった写真でご確認ください問題ございませんか。","写真;方;問題","0.48048490285873413;0.2879783511161804;0.23153676092624664"
"写真の現像してもらいたくて来たんですけど、","写真","1.0"
"写真の現像してもらいに来たんですけど、","写真","1.0"
"写真の現像してもらいに来たんですけれど、","写真","1.0"
"写真の現像でこちらの画面を変わりましたら、印刷されたい写真を選んでいただいてで OK を押して良い波動弾を使用。","写真;現像;画面;波動弾","0.3739023208618164;0.23445138335227966;0.20556408166885376;0.18608221411705017"
"写真の現像でございますねそうですねあのーフォトプリンターで印刷する必要がありますんでこちらにどうぞこちらはフォトプリンターとなっております使い方の方がわかりますか？","写真;現像;使い方;方;そうですねあのーフォトプリンター;必要;フォトプリンター","0.15988968312740326;0.15988968312740326;0.15536250174045563;0.15536250174045563;0.1510097235441208;0.12035614252090454;0.09812978655099869"
"写真の現像でございますねではあのサービスカウンターの方へどうぞ店長すいません写真の現像です対応お願いします","現像;写真;方;サービスカウンター;店長","0.31838446855545044;0.31739339232444763;0.13501346111297607;0.12764447927474976;0.1015642061829567"
"写真の現像でございますねはいえーとですねじゃあまずそちらの USB をこちらにさせていただきますでしょうかはい分かりましたらこちらにはの撮影すると印刷する写真が出るので話した印刷したい写真を選んでいただきましたらそこで印刷ボタンを押してください","写真;USB;現像;印刷ボタン","0.4005008339881897;0.2604250907897949;0.19538560509681702;0.14368847012519836"
"写真の現像でございますねはい誠にお手数ですがこちらの方にお名前とお電話番号をご記入いただきますか","写真;現像;電話番号;方;名前","0.24592426419258118;0.24592426419258118;0.18950451910495758;0.18112555146217346;0.1375214159488678"
"写真の現像でございますねわかりましたではサービスカウンターの方どうぞ店長すいませんあの写真の現像のお客様ですお願いします","写真;現像;客;サービスカウンター;方;店長","0.2809062898159027;0.2809062898159027;0.12397702783346176;0.1144070029258728;0.1144070029258728;0.08539638668298721"
